"","DATE","D_COUNT","PREV_COUNT","DIFF","T7","T7_DELTA","T7_DIR","T7_CHANGE_PER","ICU","NON_ICU","ALL_HOSP","ICU_DELTA","T7_ICU","T7_ICU_DIRECTION","NON_ICU_DELTA","T7_NON_ICU","T7_NON_ICU_DIRECTION","ALL_HOSP_DELTA","T7_ALL","T7_ALL_DIRECTION","NON_ICU_DATA_CHANGE","ICU_DATA_CHANGE","DEATHS"
"677",2022-01-11,6764,6764,0,5908.06733923572,-3.76416432503323,"-",-0.0376416432503323,84,745,829,3,74.5714285714286,"+",32,622.142857142857,"+",35,696.714285714286,"+",0,0,9
"678",2022-01-12,5853,5853,0,5590.62660189548,-5.37300472579424,"-",-0.0537300472579424,80,787,867,-4,76.7142857142857,"+",42,663,"+",38,739.714285714286,"+",0,0,9
"679",2022-01-13,6239,6239,0,5426.55381527915,-2.93478349208117,"-",-0.0293478349208117,82,837,919,2,78.8571428571429,"+",50,706.428571428571,"+",52,785.285714285714,"+",0,0,12
"680",2022-01-14,6097,6097,0,5312.62056884759,-2.09955065977169,"-",-0.0209955065977169,83,893,976,1,80.4285714285714,"+",56,749,"+",57,829.428571428571,"+",0,0,9
"681",2022-01-15,5346,5346,0,5073.49511298434,-4.50108289806066,"-",-0.0450108289806066,92,910,1002,9,82.5714285714286,"+",17,791.714285714286,"+",26,874.285714285714,"+",0,0,5
"682",2022-01-16,4135,4135,0,4692.33948115477,-7.51268353159738,"-",-0.0751268353159738,99,980,1079,7,85.8571428571429,"+",70,837.857142857143,"+",77,923.714285714286,"+",0,0,9
"683",2022-01-17,3518,3518,0,4253.1682882375,-9.35932267222049,"-",-0.0935932267222049,104,1061,1165,5,89.1428571428571,"+",81,887.571428571429,"+",86,976.714285714286,"+",0,0,10
"684",2022-01-18,3771,3771,0,3816.21251144375,-10.2736535961246,"-",-0.102736535961246,111,1073,1184,7,93,"+",12,934.428571428571,"+",19,1027.42857142857,"+",0,0,8
"685",2022-01-19,3633,3633,0,3464.55348562415,-9.21487010393346,"-",-0.0921487010393346,113,1113,1226,2,97.7142857142857,"+",40,981,"+",42,1078.71428571429,"+",0,0,7
"686",2022-01-20,3685,3685,0,3217.20231683203,-7.13948189336636,"-",-0.0713948189336636,110,1178,1288,-3,101.714285714286,"+",65,1029.71428571429,"+",62,1131.42857142857,"+",0,0,15
"687",2022-01-21,3873,3873,0,3037.22093488091,-5.59434453374207,"-",-0.0559434453374207,107,1225,1332,-3,105.142857142857,"+",47,1077.14285714286,"+",44,1182.28571428571,"+",0,0,19
"688",2022-01-22,2616,2616,0,2933.91797137014,-3.40123309188302,"-",-0.0340123309188302,107,1238,1345,0,107.285714285714,"+",13,1124,"+",13,1231.28571428571,"+",0,0,12
"689",2022-01-23,1686,1686,0,2861.99072281829,-2.45157667166348,"-",-0.0245157667166348,111,1294,1405,4,109,"+",56,1168.85714285714,"+",60,1277.85714285714,"+",0,0,14
"690",2022-01-24,2842,2842,0,2805.05037900315,-1.98953628190185,"-",-0.0198953628190185,113,1370,1483,2,110.285714285714,"+",76,1213,"+",78,1323.28571428571,"+",0,0,16
"691",2022-01-25,3343,3343,0,2789.5410404101,-0.55290766644136,"-",-0.0055290766644136,110,1411,1521,-3,110.142857142857,"-",41,1261.28571428571,"+",38,1371.42857142857,"+",0,0,12
"692",2022-01-26,3233,3233,0,2761.30111053831,-1.01235039967863,"-",-0.0101235039967863,109,1466,1575,-1,109.571428571429,"-",55,1311.71428571429,"+",54,1421.28571428571,"+",0,0,14
"693",2022-01-27,3081,3081,0,2652.51531686074,-3.93965704292089,"-",-0.0393965704292089,107,1471,1578,-2,109.142857142857,"-",5,1353.57142857143,"+",3,1462.71428571429,"+",0,0,12
"694",2022-01-28,2946,2946,0,2534.19510781742,-4.46067957802976,"-",-0.0446067957802976,105,1477,1582,-2,108.857142857143,"-",6,1389.57142857143,"+",4,1498.42857142857,"+",0,0,15
"695",2022-01-29,1825,1825,0,2423.83187888525,-4.35496180194363,"-",-0.0435496180194363,103,1450,1553,-2,108.285714285714,"-",-27,1419.85714285714,"+",-29,1528.14285714286,"+",0,0,11
"696",2022-01-30,1736,1736,0,2339.966889172,-3.46001677937416,"-",-0.0346001677937416,103,1480,1583,0,107.142857142857,"-",30,1446.42857142857,"+",30,1553.57142857143,"+",0,0,17
"697",2022-01-31,2015,2015,0,2268.65646598063,-3.04749710439683,"-",-0.0304749710439683,111,1546,1657,8,106.857142857143,"-",66,1471.57142857143,"+",74,1578.42857142857,"+",0,0,16
"698",2022-02-01,3038,3038,0,2178.07650392896,-3.99266982066066,"-",-0.0399266982066066,107,1562,1669,-4,106.428571428571,"-",16,1493.14285714286,"+",12,1599.57142857143,"+",0,0,12
"699",2022-02-02,2474,2474,0,2066.59141844905,-5.11851100173978,"-",-0.0511851100173978,114,1535,1649,7,107.142857142857,"+",-27,1503,"+",-20,1610.14285714286,"+",0,0,17
"700",2022-02-03,2089,2089,0,1950.10642345395,-5.63657595571148,"-",-0.0563657595571148,122,1520,1642,8,109.285714285714,"+",-15,1510,"+",-7,1619.28571428571,"+",0,0,19
"701",2022-02-04,2023,2023,0,1826.96278151193,-6.31471392847928,"-",-0.0631471392847928,122,1503,1625,0,111.714285714286,"+",-17,1513.71428571429,"+",-17,1625.42857142857,"+",0,0,12
"702",2022-02-05,1374,1374,0,1721.74948504877,-5.75891843708466,"-",-0.0575891843708466,117,1458,1575,-5,113.714285714286,"+",-45,1514.85714285714,"+",-50,1628.57142857143,"+",0,0,14
"703",2022-02-06,1121,1121,0,1621.13238628703,-5.84388725743628,"-",-0.0584388725743628,119,1493,1612,2,116,"+",35,1516.71428571429,"+",37,1632.71428571429,"+",0,0,14
"704",2022-02-07,1539,1539,0,1510.08110130406,-6.85022925470766,"-",-0.0685022925470766,130,1548,1678,11,118.714285714286,"+",55,1517,"+",66,1635.71428571429,"+",0,0,9
"705",2022-02-08,1799,1799,0,1399.18390096026,-7.34379102208648,"-",-0.0734379102208648,135,1528,1663,5,122.714285714286,"+",-20,1512.14285714286,"-",-15,1634.85714285714,"-",0,0,13
"706",2022-02-09,1467,1467,0,1286.17034004555,-8.07710557826954,"-",-0.0807710557826954,128,1509,1637,-7,124.714285714286,"+",-19,1508.42857142857,"-",-26,1633.14285714286,"-",0,0,19
"707",2022-02-10,1403,1403,0,1180.25793191123,-8.23471081836381,"-",-0.0823471081836381,127,1477,1604,-1,125.428571428571,"+",-32,1502.28571428571,"-",-33,1627.71428571429,"-",0,0,15
"708",2022-02-11,1106,1106,0,1091.16811862079,-7.54833421421502,"-",-0.0754833421421502,119,1472,1591,-8,125,"-",-5,1497.85714285714,"-",-13,1622.85714285714,"-",0,0,13
"709",2022-02-12,851,851,0,1017.51535244916,-6.74990085530837,"-",-0.0674990085530837,122,1428,1550,3,125.714285714286,"+",-44,1493.57142857143,"-",-41,1619.28571428571,"-",0,0,13
"710",2022-02-13,635,635,0,949.242314448869,-6.7097796446956,"-",-0.067097796446956,122,1438,1560,0,126.142857142857,"+",10,1485.71428571429,"-",10,1611.85714285714,"-",0,0,11
"711",2022-02-14,859,859,0,886.800219890383,-6.57809851162614,"-",-0.0657809851162614,123,1455,1578,1,125.142857142857,"-",17,1472.42857142857,"-",18,1597.57142857143,"-",0,0,8
"712",2022-02-15,1048,1049,-1,828.186519510309,-6.60957215226204,"-",-0.0660957215226204,121,1426,1547,-2,123.142857142857,"-",-29,1457.85714285714,"-",-31,1581,"-",0,0,17
"713",2022-02-16,960,960,0,774.004235966872,-6.54228030365366,"-",-0.0654228030365366,116,1411,1527,-5,121.428571428571,"-",-15,1443.85714285714,"-",-20,1565.28571428571,"-",0,0,8
"714",2022-02-17,800,800,0,720.311677467678,-6.93698509700301,"-",-0.0693698509700301,118,1414,1532,2,120.142857142857,"-",3,1434.85714285714,"-",5,1555,"-",0,0,15
"715",2022-02-18,739,739,0,673.011745723702,-6.56659238265617,"-",-0.0656659238265617,121,1370,1491,3,120.428571428571,"+",-44,1420.28571428571,"-",-41,1540.71428571429,"-",0,0,8
"716",2022-02-19,472,472,0,629.436170935725,-6.47471237535685,"-",-0.0647471237535685,108,1318,1426,-13,118.428571428571,"-",-52,1404.57142857143,"-",-65,1523,"-",0,0,8
"717",2022-02-20,465,465,0,599.533379700686,-4.75072654159433,"-",-0.0475072654159433,96,1320,1416,-12,114.714285714286,"-",2,1387.71428571429,"-",-10,1502.42857142857,"-",0,0,12
"718",2022-02-21,454,454,0,583.329021393841,-2.70282837545001,"-",-0.0270282837545001,94,1323,1417,-2,110.571428571429,"-",3,1368.85714285714,"-",1,1479.42857142857,"-",0,0,9
"719",2022-02-22,751,751,0,576.465307522224,-1.1766453613463,"-",-0.011766453613463,92,1309,1401,-2,106.428571428571,"-",-14,1352.14285714286,"-",-16,1458.57142857143,"-",0,0,4
"720",2022-02-23,737,737,0,574.662528638899,-0.312729813884933,"-",-0.00312729813884933,92,1289,1381,0,103,"-",-20,1334.71428571429,"-",-20,1437.71428571429,"-",0,0,11
"721",2022-02-24,657,657,0,576.087256351555,0.247924241037755,"+",0.00247924241037755,88,1237,1325,-4,98.7142857142857,"-",-52,1309.42857142857,"-",-56,1408.14285714286,"-",0,0,6
"722",2022-02-25,599,599,0,569.065228811974,-1.21891735360589,"-",-0.0121891735360589,77,1237,1314,-11,92.4285714285714,"-",0,1290.42857142857,"-",-11,1382.85714285714,"-",0,0,12
"723",2022-02-26,466,466,0,555.03539355166,-2.46541776759114,"-",-0.0246541776759114,75,1176,1251,-2,87.7142857142857,"-",-61,1270.14285714286,"-",-63,1357.85714285714,"-",0,0,8
"724",2022-02-27,377,377,0,535.069122082374,-3.597296983445,"-",-0.03597296983445,81,1177,1258,6,85.5714285714286,"-",1,1249.71428571429,"-",7,1335.28571428571,"-",0,0,9
"725",2022-02-28,518,518,0,514.679528974062,-3.8106465626274,"-",-0.038106465626274,81,1198,1279,0,83.7142857142857,"-",21,1231.85714285714,"-",21,1315.57142857143,"-",0,0,7
"726",2022-03-01,547,547,0,493.547575238584,-4.10584694860525,"-",-0.0410584694860525,82,1182,1264,1,82.2857142857143,"-",-16,1213.71428571429,"-",-15,1296,"-",0,0,5
"727",2022-03-02,638,638,0,472.41863550641,-4.28103404660851,"-",-0.0428103404660851,78,1158,1236,-4,80.2857142857143,"-",-24,1195,"-",-28,1275.28571428571,"-",0,0,12
"728",2022-03-03,494,494,0,456.052675775075,-3.46429173222417,"-",-0.0346429173222417,75,1127,1202,-3,78.4285714285714,"-",-31,1179.28571428571,"-",-34,1257.71428571429,"-",0,0,8
"729",2022-03-04,424,424,0,445.003534336469,-2.42277746092108,"-",-0.0242277746092108,74,1109,1183,-1,78,"-",-18,1161,"-",-19,1239,"-",0,0,10
"730",2022-03-05,397,397,0,441.123181875852,-0.871982391421441,"-",-0.00871982391421441,73,1046,1119,-1,77.7142857142857,"-",-63,1142.42857142857,"-",-64,1220.14285714286,"-",0,0,3
"731",2022-03-06,284,284,0,444.429952151206,0.749625141279743,"+",0.00749625141279743,75,1055,1130,2,76.8571428571429,"-",9,1125,"-",11,1201.85714285714,"-",0,0,8
"732",2022-03-07,472,472,0,449.13055078877,1.05766918156872,"+",0.0105766918156872,75,1061,1136,0,76,"-",6,1105.42857142857,"-",6,1181.42857142857,"-",0,0,2
"733",2022-03-08,539,539,0,451.647446501254,0.560392898693643,"+",0.00560392898693643,77,1044,1121,2,75.2857142857143,"-",-17,1085.71428571429,"-",-15,1161,"-",0,0,4
"734",2022-03-09,580,580,0,457.045568240145,1.19520696523542,"+",0.0119520696523542,76,1024,1100,-1,75,"-",-20,1066.57142857143,"-",-21,1141.57142857143,"-",0,0,8
"735",2022-03-10,471,471,0,463.969822266448,1.51500299039428,"+",0.0151500299039428,75,1013,1088,-1,75,"-",-11,1050.28571428571,"-",-12,1125.28571428571,"-",0,0,5
"736",2022-03-11,503,503,0,479.437602748252,3.33379020347599,"+",0.0333379020347599,77,988,1065,2,75.4285714285714,"+",-25,1033,"-",-23,1108.42857142857,"-",0,0,4
"737",2022-03-12,395,395,0,495.584082527779,3.36779586894557,"+",0.0336779586894557,75,942,1017,-2,75.7142857142857,"+",-46,1018.14285714286,"-",-48,1093.85714285714,"-",0,0,5
"738",2022-03-13,438,438,0,505.079251877274,1.91595527061006,"+",0.0191595527061006,72,941,1013,-3,75.2857142857143,"-",-1,1001.85714285714,"-",-4,1077.14285714286,"-",0,0,4
"739",2022-03-14,476,476,0,508.210519743379,0.619955750402815,"+",0.00619955750402815,69,955,1024,-3,74.4285714285714,"-",14,986.714285714286,"-",11,1061.14285714286,"-",0,0,4
"740",2022-03-15,578,578,0,508.016791406279,-0.0381197022836166,"-",-0.000381197022836166,68,943,1011,-1,73.1428571428571,"-",-12,972.285714285714,"-",-13,1045.42857142857,"-",0,0,3
"741",2022-03-16,568,568,0,505.551001765578,-0.485375617974218,"-",-0.00485375617974218,64,931,995,-4,71.4285714285714,"-",-12,959,"-",-16,1030.42857142857,"-",0,0,2
"742",2022-03-17,605,605,0,510.226821229217,0.924895697428973,"+",0.00924895697428973,59,936,995,-5,69.1428571428571,"-",5,948,"-",0,1017.14285714286,"-",0,0,3
"743",2022-03-18,564,564,0,518.190079029636,1.56072896780181,"+",0.0156072896780181,56,918,974,-3,66.1428571428571,"-",-18,938,"-",-21,1004.14285714286,"-",0,0,8
"744",2022-03-19,479,479,0,528.994400034021,2.08501116513409,"+",0.0208501116513409,55,890,945,-1,63.2857142857143,"-",-28,930.571428571429,"-",-29,993.857142857143,"-",0,0,6
"745",2022-03-20,344,344,0,544.671076247663,2.96348623211025,"+",0.0296348623211025,56,912,968,1,61,"-",22,926.428571428571,"-",23,987.428571428571,"-",0,0,5
"746",2022-03-21,485,485,0,564.191299349361,3.58385527577044,"+",0.0358385527577044,54,933,987,-2,58.8571428571429,"-",21,923.285714285714,"-",19,982.142857142857,"-",1,0,8
"747",2022-03-22,769,768,1,589.955334671122,4.56654247441841,"+",0.0456654247441841,57,919,976,3,57.2857142857143,"-",-14,919.857142857143,"-",-11,977.142857142857,"-",0,0,2
"748",2022-03-23,740,740,0,618.374029302609,4.81709257656413,"+",0.0481709257656413,58,902,960,1,56.4285714285714,"-",-17,915.714285714286,"-",-16,972.142857142857,"-",0,0,4
"749",2022-03-24,822,822,0,638.025663899862,3.1779527706583,"+",0.031779527706583,50,916,966,-8,55.1428571428571,"-",14,912.857142857143,"-",6,968,"-",0,0,2
"750",2022-03-25,691,691,0,646.93112986645,1.39578491438013,"+",0.0139578491438013,50,910,960,0,54.2857142857143,"-",-6,911.714285714286,"-",-6,966,"-",0,0,5
"751",2022-03-26,529,529,0,649.695519074075,0.427308113646617,"+",0.00427308113646617,43,889,932,-7,52.5714285714286,"-",-21,911.571428571429,"-",-28,964.142857142857,"-",0,0,4
"752",2022-03-27,459,459,0,655.282300241313,0.859907603364597,"+",0.00859907603364597,45,909,954,2,51,"-",20,911.142857142857,"-",22,962.142857142857,"-",0,0,4
"753",2022-03-28,570,570,0,671.873485830585,2.53191419685262,"+",0.0253191419685262,44,962,1006,-1,49.5714285714286,"-",53,915.285714285714,"+",52,964.857142857143,"+",0,0,7
"754",2022-03-29,873,873,0,696.614061671406,3.68232656334651,"+",0.0368232656334651,44,952,996,0,47.7142857142857,"-",-10,920,"+",-10,967.714285714286,"+",0,0,4
"755",2022-03-30,867,867,0,723.416570843505,3.84754064650819,"+",0.0384754064650819,43,950,993,-1,45.5714285714286,"-",-2,926.857142857143,"+",-3,972.428571428571,"+",0,0,3
"756",2022-03-31,909,909,0,748.718356382621,3.49754022217296,"+",0.0349754022217296,37,937,974,-6,43.7142857142857,"-",-13,929.857142857143,"+",-19,973.571428571429,"+",0,0,4
"757",2022-04-01,858,858,0,770.23147690052,2.8733261759251,"+",0.028733261759251,38,918,956,1,42,"-",-19,931,"+",-18,973,"-",0,0,6
"758",2022-04-02,664,664,0,792.773652152636,2.92667541228359,"+",0.0292667541228359,39,904,943,1,41.4285714285714,"-",-14,933.142857142857,"+",-13,974.571428571429,"+",0,0,3
"759",2022-04-03,520,520,0,811.075172152159,2.30854291761948,"+",0.0230854291761948,39,942,981,0,40.5714285714286,"-",38,937.857142857143,"+",38,978.428571428571,"+",0,0,3
"760",2022-04-04,823,823,0,822.117460894508,1.36143838715335,"+",0.0136143838715335,42,990,1032,3,40.2857142857143,"-",48,941.857142857143,"+",51,982.142857142857,"+",0,0,6
"761",2022-04-05,1031,1031,0,831.310750434008,1.11824526017201,"+",0.0111824526017201,45,1008,1053,3,40.4285714285714,"+",18,949.857142857143,"+",21,990.285714285714,"+",0,0,8
"762",2022-04-06,1010,1010,0,843.025860945879,1.40923361158932,"+",0.0140923361158932,50,1010,1060,5,41.4285714285714,"+",2,958.428571428571,"+",7,999.857142857143,"+",0,0,3
"763",2022-04-07,920,920,0,853.187517377456,1.20537896905979,"+",0.0120537896905979,50,1012,1062,0,43.2857142857143,"+",2,969.142857142857,"+",2,1012.42857142857,"+",0,0,8
"764",2022-04-08,933,933,0,862.853027839402,1.13287059000307,"+",0.0113287059000307,48,1017,1065,-2,44.7142857142857,"+",5,983.285714285714,"+",3,1028,"+",0,0,8
"765",2022-04-09,822,822,0,874.812434329028,1.38603054098004,"+",0.0138603054098004,49,1000,1049,1,46.1428571428571,"+",-17,997,"+",-16,1043.14285714286,"+",0,0,3
"766",2022-04-10,591,591,0,880.418345952105,0.640812979227597,"+",0.00640812979227597,47,1033,1080,-2,47.2857142857143,"+",33,1010,"+",31,1057.28571428571,"+",0,0,4
"767",2022-04-11,839,839,0,874.666901579601,-0.653262667565589,"-",-0.00653262667565589,48,1055,1103,1,48.1428571428571,"+",22,1019.28571428571,"+",23,1067.42857142857,"+",0,0,5
"768",2022-04-12,1012,1012,0,866.052771484413,-0.984846926256399,"-",-0.00984846926256399,50,1065,1115,2,48.8571428571429,"+",10,1027.42857142857,"+",12,1076.28571428571,"+",0,0,8
"769",2022-04-13,1025,1025,0,856.799234597077,-1.06847263723611,"-",-0.0106847263723611,49,1055,1104,-1,48.7142857142857,"-",-10,1033.85714285714,"+",-11,1082.57142857143,"+",0,0,8
"770",2022-04-14,1022,1022,0,849.39347046519,-0.864352328158772,"-",-0.00864352328158772,45,1060,1105,-4,48,"-",5,1040.71428571429,"+",1,1088.71428571429,"+",0,0,6
"771",2022-04-15,846,846,0,853.27798404521,0.457327930469252,"+",0.00457327930469252,46,1049,1095,1,47.7142857142857,"-",-11,1045.28571428571,"+",-10,1093,"+",0,0,7
"772",2022-04-16,738,738,0,863.131499618932,1.15478375839598,"+",0.0115478375839598,47,1052,1099,1,47.4285714285714,"-",3,1052.71428571429,"+",4,1100.14285714286,"+",0,0,10
"773",2022-04-17,637,637,0,878.513249898967,1.78208654032735,"+",0.0178208654032735,42,1102,1144,-5,46.7142857142857,"-",50,1062.57142857143,"+",45,1109.28571428571,"+",0,0,7
"774",2022-04-18,812,812,0,904.132528675036,2.91620858069197,"+",0.0291620858069197,47,1143,1190,5,46.5714285714286,"-",41,1075.14285714286,"+",46,1121.71428571429,"+",0,0,6
"775",2022-04-19,1124,1124,0,925.483772039197,2.36151699966487,"+",0.0236151699966487,49,1154,1203,2,46.4285714285714,"-",11,1087.85714285714,"+",13,1134.28571428571,"+",0,0,6
"776",2022-04-20,1228,1228,0,936.433481481067,1.18313359700989,"+",0.0118313359700989,50,1156,1206,1,46.5714285714286,"+",2,1102.28571428571,"+",3,1148.85714285714,"+",0,0,7
"777",2022-04-21,1038,1038,0,942.256172317146,0.621794388093525,"+",0.00621794388093525,47,1175,1222,-3,46.8571428571429,"+",19,1118.71428571429,"+",16,1165.57142857143,"+",0,0,10
"778",2022-04-22,968,968,0,936.850508469355,-0.573693652172843,"-",-0.00573693652172843,46,1195,1241,-1,46.8571428571429,"-",20,1139.57142857143,"+",19,1186.42857142857,"+",0,0,11
"779",2022-04-23,839,839,0,912.519694508066,-2.59708606029804,"-",-0.0259708606029804,48,1170,1218,2,47,"+",-25,1156.42857142857,"+",-23,1203.42857142857,"+",0,0,15
"780",2022-04-24,676,676,0,889.802816191988,-2.48946718112481,"-",-0.0248946718112481,48,1204,1252,0,47.8571428571429,"+",34,1171,"+",34,1218.85714285714,"+",0,0,6
"781",2022-04-25,700,700,0,863.521532567528,-2.95360760229257,"-",-0.0295360760229257,54,1247,1301,6,48.8571428571429,"+",43,1185.85714285714,"+",49,1234.71428571429,"+",0,0,11
"782",2022-04-26,1078,1078,0,829.780768937851,-3.90734479189593,"-",-0.0390734479189593,54,1251,1305,0,49.5714285714286,"+",4,1199.71428571429,"+",4,1249.28571428571,"+",0,0,9
"783",2022-04-27,941,941,0,798.575347829445,-3.76068261359556,"-",-0.0376068261359556,54,1245,1299,0,50.1428571428571,"+",-6,1212.42857142857,"+",-6,1262.57142857143,"+",0,0,10
"784",2022-04-28,918,918,0,791.924722232769,-0.832811282586339,"-",-0.00832811282586339,51,1223,1274,-3,50.7142857142857,"+",-22,1219.28571428571,"+",-25,1270,"+",0,0,10
"785",2022-04-29,756,756,0,798.452630505005,0.824309191135166,"+",0.00824309191135166,49,1213,1262,-2,51.1428571428571,"+",-10,1221.85714285714,"+",-12,1273,"+",0,0,13
"786",2022-04-30,726,726,0,785.22159126028,-1.65708505917961,"-",-0.0165708505917961,44,1182,1226,-5,50.5714285714286,"-",-31,1223.57142857143,"+",-36,1274.14285714286,"+",0,0,6
"787",2022-05-01,609,609,0,757.482407048183,-3.5326568348147,"-",-0.035326568348147,45,1231,1276,1,50.1428571428571,"-",49,1227.42857142857,"+",50,1277.57142857143,"+",0,0,13
"788",2022-05-02,671,671,0,730.442516876225,-3.56970537141971,"-",-0.0356970537141971,49,1286,1335,4,49.4285714285714,"-",55,1233,"+",59,1282.42857142857,"+",0,0,5
"789",2022-05-03,756,756,0,695.688725545727,-4.75790914788528,"-",-0.0475790914788528,55,1291,1346,6,49.5714285714286,"+",5,1238.71428571429,"+",11,1288.28571428571,"+",0,0,8
"790",2022-05-04,772,772,0,659.941270285806,-5.13842670540326,"-",-0.0513842670540326,50,1257,1307,-5,49,"-",-34,1240.42857142857,"+",-39,1289.42857142857,"+",0,0,11
"791",2022-05-05,777,777,0,621.785877798177,-5.78163454925383,"-",-0.0578163454925383,47,1253,1300,-3,48.4285714285714,"-",-4,1244.71428571429,"+",-7,1293.14285714286,"+",0,0,8
"792",2022-05-06,690,690,0,566.468000398454,-8.89661206131134,"-",-0.0889661206131134,43,1227,1270,-4,47.5714285714286,"-",-26,1246.71428571429,"+",-30,1294.28571428571,"+",0,0,10
"793",2022-05-07,590,590,0,536.733602671175,-5.24908692218509,"-",-0.0524908692218509,38,1179,1217,-5,46.7142857142857,"-",-48,1246.28571428571,"-",-53,1293,"-",0,0,6
"794",2022-05-08,134,134,0,518.613406219892,-3.37601304652882,"-",-0.0337601304652882,38,1206,1244,0,45.7142857142857,"-",27,1242.71428571429,"-",27,1288.42857142857,"-",0,0,9
"795",2022-05-09,822,822,0,497.900373330256,-3.99392546378826,"-",-0.0399392546378826,40,1235,1275,2,44.4285714285714,"-",29,1235.42857142857,"-",31,1279.85714285714,"-",0,0,6
"796",2022-05-10,654,654,0,498.342187532832,0.088735463205313,"+",0.00088735463205313,41,1221,1262,1,42.4285714285714,"-",-14,1225.42857142857,"-",-13,1267.85714285714,"-",0,0,11
"797",2022-05-11,585,585,0,513.044958859641,2.95033647454146,"+",0.0295033647454146,37,1199,1236,-4,40.5714285714286,"-",-22,1217.14285714286,"-",-26,1257.71428571429,"-",0,0,7
"798",2022-05-12,603,603,0,507.894119462543,-1.00397427323847,"-",-0.0100397427323847,36,1184,1220,-1,39,"-",-15,1207.28571428571,"-",-16,1246.28571428571,"-",0,0,12
"799",2022-05-13,470,470,0,507.544637280494,-0.0688100469481647,"-",-0.000688100469481647,39,1157,1196,3,38.4285714285714,"-",-27,1197.28571428571,"-",-24,1235.71428571429,"-",0,0,6
"800",2022-05-14,450,450,0,504.176522759386,-0.663609518003255,"-",-0.00663609518003255,38,1131,1169,-1,38.4285714285714,"-",-26,1190.42857142857,"-",-27,1228.85714285714,"-",0,0,7
"801",2022-05-15,355,355,0,491.816924609786,-2.45144261814386,"-",-0.0245144261814386,41,1141,1182,3,38.8571428571429,"+",10,1181.14285714286,"-",13,1220,"-",0,0,8
"802",2022-05-16,480,480,0,474.708856289813,-3.47854404025369,"-",-0.0347854404025369,42,1166,1208,1,39.1428571428571,"+",25,1171.28571428571,"-",26,1210.42857142857,"-",0,0,7
"803",2022-05-17,546,546,0,444.971403090879,-6.26435610056942,"-",-0.0626435610056942,39,1174,1213,-3,38.8571428571429,"-",8,1164.57142857143,"-",5,1203.42857142857,"-",0,0,11
"804",2022-05-18,469,469,0,406.671260319386,-8.6073267867218,"-",-0.086073267867218,37,1146,1183,-2,38.8571428571429,"-",-28,1157,"-",-30,1195.85714285714,"-",1,0,7
"805",2022-05-19,490,490,0,384.62614355237,-5.42086911912652,"-",-0.0542086911912652,37,1133,1170,0,39,"+",-13,1149.71428571429,"-",-13,1188.71428571429,"-",0,0,6
"806",2022-05-20,355,355,0,373.652073757699,-2.85317833398308,"-",-0.0285317833398308,34,1059,1093,-3,38.2857142857143,"-",-74,1135.71428571429,"-",-77,1174,"-",0,0,5
"807",2022-05-21,291,291,0,356.197361383032,-4.67138110572496,"-",-0.0467138110572496,31,1032,1063,-3,37.2857142857143,"-",-27,1121.57142857143,"-",-30,1158.85714285714,"-",0,0,9
"808",2022-05-22,232,232,0,341.840239014174,-4.03066499794173,"-",-0.0403066499794173,30,1034,1064,-1,35.7142857142857,"-",2,1106.28571428571,"-",1,1142,"-",0,0,10
"809",2022-05-23,320,320,0,338.152477521964,-1.07879678028705,"-",-0.0107879678028705,31,1047,1078,1,34.1428571428571,"-",13,1089.28571428571,"-",14,1123.42857142857,"-",0,0,4
"810",2022-05-24,389,389,0,332.067885995286,-1.79936328465391,"-",-0.0179936328465391,31,1065,1096,0,33,"-",18,1073.71428571429,"-",18,1106.71428571429,"-",0,0,6
"811",2022-05-25,454,454,0,324.371103408504,-2.31783406688457,"-",-0.0231783406688457,26,1046,1072,-5,31.4285714285714,"-",-19,1059.42857142857,"-",-24,1090.85714285714,"-",1,0,5
"812",2022-05-26,363,363,0,315.209124447691,-2.82453611451174,"-",-0.0282453611451174,32,998,1030,6,30.7142857142857,"-",-48,1040.14285714286,"-",-42,1070.85714285714,"-",0,0,4
"813",2022-05-27,341,341,0,294.040376960746,-6.71577877830692,"-",-0.0671577877830692,35,965,1000,3,30.8571428571429,"+",-33,1026.71428571429,"-",-30,1057.57142857143,"-",0,0,5
"814",2022-05-28,259,259,0,281.154626014693,-4.38230663395345,"-",-0.0438230663395345,33,924,957,-2,31.1428571428571,"+",-41,1011.28571428571,"-",-43,1042.42857142857,"-",0,0,1
"815",2022-05-29,88,88,0,273.768255143479,-2.62715608699551,"-",-0.0262715608699551,34,914,948,1,31.7142857142857,"+",-10,994.142857142857,"-",-9,1025.85714285714,"-",0,0,5
"816",2022-05-30,438,438,0,262.37605436266,-4.16125703648439,"-",-0.0416125703648439,34,916,950,0,32.1428571428571,"+",2,975.428571428571,"-",2,1007.57142857143,"-",0,0,8
"817",2022-05-31,357,357,0,259.974996529435,-0.915120794486013,"-",-0.00915120794486013,32,910,942,-2,32.2857142857143,"+",-6,953.285714285714,"-",-8,985.571428571429,"-",0,0,5
"818",2022-06-01,271,271,0,263.395395255674,1.31566449539378,"+",0.0131566449539378,33,871,904,1,33.2857142857143,"+",-39,928.285714285714,"-",-38,961.571428571429,"-",0,0,3
"819",2022-06-02,298,298,0,256.282925440068,-2.70030150250063,"-",-0.0270030150250063,32,838,870,-1,33.2857142857143,"-",-33,905.428571428571,"-",-34,938.714285714286,"-",0,0,0
