"DATE","AGE","HOSP","ICU","DEATHS","HOSP_CHANGE","ICU_CHANGE","DEATH_CHANGE","WEEK_NUM"
2020-10-15,"Under 1 year",3,0,0,NA,NA,NA,42
2020-10-18,"Under 1 year",3,0,0,0,0,0,42
2020-10-20,"Under 1 year",3,0,0,0,0,0,43
2020-10-22,"Under 1 year",4,0,0,1,0,0,43
2020-10-25,"Under 1 year",4,0,0,0,0,0,43
2020-10-27,"Under 1 year",4,0,0,0,0,0,44
2020-10-29,"Under 1 year",4,0,0,0,0,0,44
2020-11-03,"Under 1 year",4,0,0,0,0,0,45
2020-11-08,"Under 1 year",5,0,0,1,0,0,45
2020-11-09,"Under 1 year",6,0,0,1,0,0,46
2020-11-11,"Under 1 year",6,0,0,0,0,0,46
2020-11-12,"Under 1 year",6,0,0,0,0,0,46
2020-11-16,"Under 1 year",7,0,0,1,0,0,47
2020-11-18,"Under 1 year",7,0,0,0,0,0,47
2020-11-19,"Under 1 year",7,0,0,0,0,0,47
2020-11-20,"Under 1 year",7,0,0,0,0,0,47
2020-11-22,"Under 1 year",8,0,0,1,0,0,47
2020-11-23,"Under 1 year",8,0,0,0,0,0,48
2020-11-24,"Under 1 year",8,0,0,0,0,0,48
2020-11-25,"Under 1 year",8,0,0,0,0,0,48
2020-11-26,"Under 1 year",8,0,0,0,0,0,48
2020-11-27,"Under 1 year",9,0,0,1,0,0,48
2020-11-28,"Under 1 year",9,0,0,0,0,0,48
2020-11-29,"Under 1 year",9,0,0,0,0,0,48
2020-11-30,"Under 1 year",10,1,0,1,1,0,49
2020-12-01,"Under 1 year",10,1,0,0,0,0,49
2020-12-02,"Under 1 year",10,1,0,0,0,0,49
2020-12-03,"Under 1 year",11,1,0,1,0,0,49
2020-12-04,"Under 1 year",12,1,0,1,0,0,49
2020-12-05,"Under 1 year",12,1,0,0,0,0,49
2020-12-06,"Under 1 year",13,2,0,1,1,0,49
2020-12-07,"Under 1 year",13,2,0,0,0,0,50
2020-12-08,"Under 1 year",14,2,0,1,0,0,50
2020-12-09,"Under 1 year",14,2,0,0,0,0,50
2020-12-10,"Under 1 year",14,3,0,0,1,0,50
2020-12-11,"Under 1 year",15,3,0,1,0,0,50
2020-12-12,"Under 1 year",16,3,0,1,0,0,50
2020-12-13,"Under 1 year",17,3,0,1,0,0,50
2020-12-14,"Under 1 year",17,3,0,0,0,0,51
2020-12-15,"Under 1 year",17,3,0,0,0,0,51
2020-12-16,"Under 1 year",17,3,0,0,0,0,51
2020-12-17,"Under 1 year",17,3,0,0,0,0,51
2020-12-18,"Under 1 year",17,3,0,0,0,0,51
2020-12-19,"Under 1 year",17,3,0,0,0,0,51
2020-12-20,"Under 1 year",16,3,0,-1,0,0,51
2020-12-21,"Under 1 year",16,3,0,0,0,0,52
2020-12-22,"Under 1 year",17,4,0,1,1,0,52
2020-12-27,"Under 1 year",18,4,0,1,0,0,52
2020-12-28,"Under 1 year",21,7,0,3,3,0,53
2020-12-29,"Under 1 year",21,7,0,0,0,0,53
2021-01-03,"Under 1 year",28,8,0,7,1,0,53
2021-01-04,"Under 1 year",29,8,0,1,0,0,1
2021-01-05,"Under 1 year",30,8,0,1,0,0,1
2021-01-06,"Under 1 year",31,9,0,1,1,0,1
2021-01-07,"Under 1 year",33,10,0,2,1,0,1
2021-01-08,"Under 1 year",33,10,0,0,0,0,1
2021-01-09,"Under 1 year",33,10,0,0,0,0,1
2021-01-10,"Under 1 year",33,10,0,0,0,0,1
2021-01-11,"Under 1 year",33,10,0,0,0,0,2
2021-01-12,"Under 1 year",33,10,0,0,0,0,2
2021-01-13,"Under 1 year",33,10,0,0,0,0,2
2021-01-14,"Under 1 year",33,10,0,0,0,0,2
2021-01-15,"Under 1 year",34,10,0,1,0,0,2
2021-01-16,"Under 1 year",34,10,0,0,0,0,2
2021-01-17,"Under 1 year",34,10,0,0,0,0,2
2021-01-18,"Under 1 year",34,10,0,0,0,0,3
2021-01-19,"Under 1 year",34,10,0,0,0,0,3
2021-01-20,"Under 1 year",34,10,0,0,0,0,3
2021-01-21,"Under 1 year",34,10,0,0,0,0,3
2021-01-22,"Under 1 year",34,10,0,0,0,0,3
2021-01-23,"Under 1 year",34,10,0,0,0,0,3
2021-01-24,"Under 1 year",34,10,0,0,0,0,3
2021-01-25,"Under 1 year",34,10,0,0,0,0,4
2021-01-26,"Under 1 year",34,10,0,0,0,0,4
2021-01-28,"Under 1 year",34,10,0,0,0,0,4
2021-01-29,"Under 1 year",34,10,0,0,0,0,4
2021-01-30,"Under 1 year",34,10,0,0,0,0,4
2021-01-31,"Under 1 year",34,10,0,0,0,0,4
2021-02-01,"Under 1 year",34,10,0,0,0,0,5
2021-02-02,"Under 1 year",34,10,0,0,0,0,5
2021-02-03,"Under 1 year",34,10,0,0,0,0,5
2021-02-04,"Under 1 year",34,10,0,0,0,0,5
2021-02-05,"Under 1 year",34,10,0,0,0,0,5
2021-02-06,"Under 1 year",34,10,0,0,0,0,5
2021-02-07,"Under 1 year",34,10,0,0,0,0,5
2021-02-08,"Under 1 year",34,10,0,0,0,0,6
2021-02-09,"Under 1 year",34,10,0,0,0,0,6
2021-02-10,"Under 1 year",34,10,0,0,0,0,6
2021-02-11,"Under 1 year",34,10,0,0,0,0,6
2021-02-12,"Under 1 year",34,10,0,0,0,0,6
2021-02-13,"Under 1 year",34,10,0,0,0,0,6
2021-02-14,"Under 1 year",34,10,0,0,0,0,6
2021-02-15,"Under 1 year",34,10,0,0,0,0,7
2021-02-16,"Under 1 year",35,10,0,1,0,0,7
2021-02-18,"Under 1 year",36,10,0,1,0,0,7
2021-02-19,"Under 1 year",36,10,0,0,0,0,7
2021-02-20,"Under 1 year",36,10,0,0,0,0,7
2021-02-21,"Under 1 year",36,10,0,0,0,0,7
2021-02-22,"Under 1 year",36,10,0,0,0,0,8
2021-02-23,"Under 1 year",37,10,0,1,0,0,8
2021-02-24,"Under 1 year",37,10,0,0,0,0,8
2021-02-25,"Under 1 year",37,10,0,0,0,0,8
2021-02-26,"Under 1 year",37,10,0,0,0,0,8
2021-02-27,"Under 1 year",37,10,0,0,0,0,8
2021-02-28,"Under 1 year",37,10,0,0,0,0,8
2021-03-01,"Under 1 year",37,10,0,0,0,0,9
2021-03-02,"Under 1 year",37,10,0,0,0,0,9
2021-03-03,"Under 1 year",37,10,0,0,0,0,9
2021-03-04,"Under 1 year",37,10,0,0,0,0,9
2021-03-05,"Under 1 year",37,10,0,0,0,0,9
2021-03-07,"Under 1 year",37,10,0,0,0,0,9
2021-03-08,"Under 1 year",37,10,0,0,0,0,10
2021-03-09,"Under 1 year",37,10,0,0,0,0,10
2021-03-10,"Under 1 year",37,10,0,0,0,0,10
2021-03-11,"Under 1 year",37,10,0,0,0,0,10
2021-03-12,"Under 1 year",38,10,0,1,0,0,10
2021-03-13,"Under 1 year",39,10,0,1,0,0,10
2021-03-14,"Under 1 year",39,10,0,0,0,0,10
2021-03-15,"Under 1 year",39,10,0,0,0,0,11
2021-03-16,"Under 1 year",39,10,0,0,0,0,11
2021-03-17,"Under 1 year",39,10,0,0,0,0,11
2021-03-18,"Under 1 year",40,10,0,1,0,0,11
2021-03-19,"Under 1 year",40,10,0,0,0,0,11
2021-03-20,"Under 1 year",40,10,0,0,0,0,11
2021-03-21,"Under 1 year",40,10,0,0,0,0,11
2021-03-22,"Under 1 year",41,10,0,1,0,0,12
2021-03-23,"Under 1 year",41,10,0,0,0,0,12
2021-03-24,"Under 1 year",41,10,0,0,0,0,12
2021-03-25,"Under 1 year",41,10,0,0,0,0,12
2021-03-26,"Under 1 year",41,10,0,0,0,0,12
2021-03-27,"Under 1 year",41,10,0,0,0,0,12
2021-03-28,"Under 1 year",41,10,0,0,0,0,12
2021-03-29,"Under 1 year",41,10,0,0,0,0,13
2021-03-30,"Under 1 year",41,10,0,0,0,0,13
2021-03-31,"Under 1 year",41,10,0,0,0,0,13
2021-04-04,"Under 1 year",42,10,0,1,0,0,13
2021-04-05,"Under 1 year",42,10,0,0,0,0,14
2021-04-06,"Under 1 year",42,10,0,0,0,0,14
2021-04-07,"Under 1 year",42,10,0,0,0,0,14
2021-04-08,"Under 1 year",42,10,0,0,0,0,14
2021-04-09,"Under 1 year",42,10,0,0,0,0,14
2021-04-10,"Under 1 year",42,10,0,0,0,0,14
2021-04-11,"Under 1 year",43,10,0,1,0,0,14
2021-04-12,"Under 1 year",45,10,0,2,0,0,15
2021-04-13,"Under 1 year",45,10,0,0,0,0,15
2021-04-14,"Under 1 year",45,10,0,0,0,0,15
2021-04-15,"Under 1 year",46,10,0,1,0,0,15
2021-04-16,"Under 1 year",46,11,0,0,1,0,15
2021-04-17,"Under 1 year",47,11,0,1,0,0,15
2021-04-18,"Under 1 year",48,11,0,1,0,0,15
2021-04-19,"Under 1 year",49,12,0,1,1,0,16
2021-04-21,"Under 1 year",48,12,0,-1,0,0,16
2021-04-22,"Under 1 year",48,12,0,0,0,0,16
2021-04-23,"Under 1 year",48,13,0,0,1,0,16
2021-04-24,"Under 1 year",49,13,0,1,0,0,16
2021-04-25,"Under 1 year",49,13,0,0,0,0,16
2021-04-26,"Under 1 year",49,13,0,0,0,0,17
2021-04-27,"Under 1 year",49,13,0,0,0,0,17
2021-04-28,"Under 1 year",52,13,0,3,0,0,17
2021-04-29,"Under 1 year",52,13,0,0,0,0,17
2021-04-30,"Under 1 year",54,13,0,2,0,0,17
2021-05-01,"Under 1 year",54,13,0,0,0,0,17
2021-05-02,"Under 1 year",54,13,0,0,0,0,17
2021-05-03,"Under 1 year",54,13,0,0,0,0,18
2021-05-04,"Under 1 year",54,13,0,0,0,0,18
2021-05-05,"Under 1 year",55,13,0,1,0,0,18
2021-05-06,"Under 1 year",57,13,0,2,0,0,18
2021-05-07,"Under 1 year",58,13,0,1,0,0,18
2021-05-08,"Under 1 year",58,13,0,0,0,0,18
2021-05-09,"Under 1 year",58,13,0,0,0,0,18
2021-05-10,"Under 1 year",58,13,0,0,0,0,19
2021-05-11,"Under 1 year",58,13,0,0,0,0,19
2021-05-12,"Under 1 year",57,13,0,-1,0,0,19
2021-05-13,"Under 1 year",57,13,0,0,0,0,19
2021-05-14,"Under 1 year",57,13,0,0,0,0,19
2021-05-15,"Under 1 year",56,13,0,-1,0,0,19
2021-05-16,"Under 1 year",56,13,0,0,0,0,19
2021-05-17,"Under 1 year",56,13,0,0,0,0,20
2021-05-18,"Under 1 year",56,13,0,0,0,0,20
2021-05-19,"Under 1 year",56,13,0,0,0,0,20
2021-05-20,"Under 1 year",57,13,0,1,0,0,20
2021-05-21,"Under 1 year",57,13,0,0,0,0,20
2021-05-22,"Under 1 year",57,13,0,0,0,0,20
2021-05-23,"Under 1 year",57,13,0,0,0,0,20
2021-05-24,"Under 1 year",57,13,0,0,0,0,21
2021-05-25,"Under 1 year",58,14,0,1,1,0,21
2021-05-26,"Under 1 year",58,14,0,0,0,0,21
2021-05-27,"Under 1 year",58,14,0,0,0,0,21
2021-05-28,"Under 1 year",58,14,0,0,0,0,21
2021-05-29,"Under 1 year",58,14,0,0,0,0,21
2021-05-30,"Under 1 year",58,14,0,0,0,0,21
2021-05-31,"Under 1 year",58,14,0,0,0,0,22
2021-06-01,"Under 1 year",58,14,0,0,0,0,22
2021-06-02,"Under 1 year",58,14,0,0,0,0,22
2021-06-03,"Under 1 year",58,14,0,0,0,0,22
2021-06-04,"Under 1 year",58,14,0,0,0,0,22
2021-06-05,"Under 1 year",58,14,0,0,0,0,22
2021-06-06,"Under 1 year",58,14,0,0,0,0,22
2021-06-07,"Under 1 year",58,14,0,0,0,0,23
2021-06-08,"Under 1 year",58,14,0,0,0,0,23
2021-06-09,"Under 1 year",58,14,0,0,0,0,23
2021-06-10,"Under 1 year",58,14,0,0,0,0,23
2021-06-11,"Under 1 year",58,14,0,0,0,0,23
2021-06-12,"Under 1 year",58,14,0,0,0,0,23
2021-06-13,"Under 1 year",58,14,0,0,0,0,23
2021-06-14,"Under 1 year",58,14,0,0,0,0,24
2021-06-15,"Under 1 year",58,14,0,0,0,0,24
2021-06-16,"Under 1 year",58,14,0,0,0,0,24
2021-06-17,"Under 1 year",58,14,0,0,0,0,24
2021-06-18,"Under 1 year",58,14,0,0,0,0,24
2021-06-19,"Under 1 year",58,14,0,0,0,0,24
2021-06-20,"Under 1 year",58,14,0,0,0,0,24
2021-06-21,"Under 1 year",58,14,0,0,0,0,25
2021-06-22,"Under 1 year",58,14,0,0,0,0,25
2021-06-23,"Under 1 year",58,14,0,0,0,0,25
2021-06-27,"Under 1 year",58,14,0,0,0,0,25
2021-06-28,"Under 1 year",58,14,0,0,0,0,26
2021-06-29,"Under 1 year",58,14,0,0,0,0,26
2021-07-01,"Under 1 year",58,14,0,0,0,0,26
2021-07-04,"Under 1 year",58,14,0,0,0,0,26
2021-07-05,"Under 1 year",58,14,0,0,0,0,27
2021-07-06,"Under 1 year",58,14,0,0,0,0,27
2021-07-07,"Under 1 year",58,14,0,0,0,0,27
2021-07-08,"Under 1 year",58,14,0,0,0,0,27
2021-07-11,"Under 1 year",58,14,0,0,0,0,27
2021-07-12,"Under 1 year",58,14,0,0,0,0,28
2021-07-13,"Under 1 year",58,14,0,0,0,0,28
2021-07-14,"Under 1 year",59,14,0,1,0,0,28
2021-07-15,"Under 1 year",59,14,0,0,0,0,28
2021-07-18,"Under 1 year",59,14,0,0,0,0,28
2021-07-19,"Under 1 year",59,14,0,0,0,0,29
2021-07-20,"Under 1 year",59,14,0,0,0,0,29
2021-07-21,"Under 1 year",59,14,0,0,0,0,29
2021-07-22,"Under 1 year",59,14,0,0,0,0,29
2021-07-25,"Under 1 year",59,14,0,0,0,0,29
2021-07-26,"Under 1 year",59,14,0,0,0,0,30
2021-07-27,"Under 1 year",59,14,0,0,0,0,30
2021-07-28,"Under 1 year",59,14,0,0,0,0,30
2021-07-29,"Under 1 year",59,14,0,0,0,0,30
2021-08-02,"Under 1 year",60,14,0,1,0,0,31
2021-08-03,"Under 1 year",60,14,0,0,0,0,31
2021-08-04,"Under 1 year",60,14,0,0,0,0,31
2021-08-05,"Under 1 year",60,14,0,0,0,0,31
2021-08-08,"Under 1 year",59,14,0,-1,0,0,31
2021-08-09,"Under 1 year",59,14,0,0,0,0,32
2021-08-10,"Under 1 year",60,14,0,1,0,0,32
2021-08-11,"Under 1 year",60,14,0,0,0,0,32
2021-08-12,"Under 1 year",60,14,0,0,0,0,32
2021-08-15,"Under 1 year",61,14,0,1,0,0,32
2021-08-16,"Under 1 year",61,14,0,0,0,0,33
2021-08-17,"Under 1 year",62,14,0,1,0,0,33
2021-08-18,"Under 1 year",62,14,0,0,0,0,33
2021-08-19,"Under 1 year",63,14,0,1,0,0,33
2021-08-22,"Under 1 year",66,14,0,3,0,0,33
2021-08-23,"Under 1 year",67,14,0,1,0,0,34
2021-08-24,"Under 1 year",67,14,0,0,0,0,34
2021-08-25,"Under 1 year",67,14,0,0,0,0,34
2021-08-26,"Under 1 year",67,14,0,0,0,0,34
2021-08-29,"Under 1 year",69,15,0,2,1,0,34
2021-08-30,"Under 1 year",69,15,0,0,0,0,35
2021-08-31,"Under 1 year",70,15,0,1,0,0,35
2021-09-01,"Under 1 year",69,15,0,-1,0,0,35
2021-09-02,"Under 1 year",70,15,0,1,0,0,35
2021-09-06,"Under 1 year",70,15,0,0,0,0,36
2021-09-07,"Under 1 year",71,16,0,1,1,0,36
2021-09-08,"Under 1 year",72,16,0,1,0,0,36
2021-09-09,"Under 1 year",73,16,0,1,0,0,36
2021-09-12,"Under 1 year",76,17,0,3,1,0,36
2021-09-13,"Under 1 year",75,18,0,-1,1,0,37
2021-09-14,"Under 1 year",75,18,0,0,0,0,37
2021-09-15,"Under 1 year",77,19,0,2,1,0,37
2021-09-16,"Under 1 year",78,20,0,1,1,0,37
2021-09-19,"Under 1 year",80,20,0,2,0,0,37
2021-09-20,"Under 1 year",83,20,0,3,0,0,38
2021-09-21,"Under 1 year",83,20,0,0,0,0,38
2021-09-22,"Under 1 year",83,20,0,0,0,0,38
2021-09-23,"Under 1 year",83,20,0,0,0,0,38
2021-09-26,"Under 1 year",83,20,0,0,0,0,38
2021-09-27,"Under 1 year",83,20,0,0,0,0,39
2021-09-28,"Under 1 year",83,20,0,0,0,0,39
2021-09-29,"Under 1 year",84,20,0,1,0,0,39
2021-09-30,"Under 1 year",84,20,0,0,0,0,39
2021-10-03,"Under 1 year",85,21,0,1,1,0,39
2021-10-04,"Under 1 year",85,21,0,0,0,0,40
2021-10-05,"Under 1 year",85,21,0,0,0,0,40
2021-10-06,"Under 1 year",86,21,0,1,0,0,40
2021-10-07,"Under 1 year",86,21,0,0,0,0,40
2021-10-11,"Under 1 year",86,21,0,0,0,0,41
2021-10-12,"Under 1 year",86,21,0,0,0,0,41
2021-10-13,"Under 1 year",86,21,0,0,0,0,41
2021-10-14,"Under 1 year",86,21,0,0,0,0,41
2021-10-17,"Under 1 year",86,21,0,0,0,0,41
2021-10-18,"Under 1 year",87,21,0,1,0,0,42
2021-10-19,"Under 1 year",87,21,0,0,0,0,42
2021-10-20,"Under 1 year",87,21,0,0,0,0,42
2021-10-21,"Under 1 year",87,21,0,0,0,0,42
2021-10-24,"Under 1 year",88,21,0,1,0,0,42
2021-10-25,"Under 1 year",89,21,0,1,0,0,43
2021-10-26,"Under 1 year",90,21,0,1,0,0,43
2021-10-27,"Under 1 year",90,21,0,0,0,0,43
2021-10-28,"Under 1 year",91,22,0,1,1,0,43
2021-10-31,"Under 1 year",91,22,0,0,0,0,43
2021-11-01,"Under 1 year",91,22,0,0,0,0,44
2021-11-02,"Under 1 year",92,22,0,1,0,0,44
2021-11-03,"Under 1 year",92,22,0,0,0,0,44
2021-11-04,"Under 1 year",92,22,0,0,0,0,44
2021-11-07,"Under 1 year",93,22,0,1,0,0,44
2021-11-08,"Under 1 year",94,22,0,1,0,0,45
2021-11-09,"Under 1 year",94,22,0,0,0,0,45
2021-11-11,"Under 1 year",94,22,0,0,0,0,45
2021-11-14,"Under 1 year",98,22,0,4,0,0,45
2021-11-15,"Under 1 year",98,22,0,0,0,0,46
2021-11-16,"Under 1 year",98,22,0,0,0,0,46
2021-11-17,"Under 1 year",98,22,0,0,0,0,46
2021-11-18,"Under 1 year",98,22,0,0,0,0,46
2021-11-21,"Under 1 year",98,22,0,0,0,0,46
2021-11-22,"Under 1 year",98,22,0,0,0,0,47
2021-11-23,"Under 1 year",98,22,0,0,0,0,47
2021-11-24,"Under 1 year",99,22,0,1,0,0,47
2021-11-25,"Under 1 year",100,22,0,1,0,0,47
2021-11-28,"Under 1 year",100,22,0,0,0,0,47
2021-11-29,"Under 1 year",100,22,0,0,0,0,48
2021-11-30,"Under 1 year",100,22,0,0,0,0,48
2021-12-01,"Under 1 year",100,22,0,0,0,0,48
2021-12-02,"Under 1 year",100,22,0,0,0,0,48
2021-12-05,"Under 1 year",100,22,0,0,0,0,48
2021-12-06,"Under 1 year",100,22,0,0,0,0,49
2021-12-07,"Under 1 year",101,22,0,1,0,0,49
2021-12-08,"Under 1 year",101,22,0,0,0,0,49
2021-12-09,"Under 1 year",101,22,0,0,0,0,49
2021-12-12,"Under 1 year",101,22,0,0,0,0,49
2021-12-13,"Under 1 year",101,22,0,0,0,0,50
2021-12-14,"Under 1 year",101,22,0,0,0,0,50
2021-12-15,"Under 1 year",101,22,0,0,0,0,50
2021-12-16,"Under 1 year",101,22,0,0,0,0,50
2021-12-19,"Under 1 year",101,22,0,0,0,0,50
2021-12-20,"Under 1 year",101,22,0,0,0,0,51
2021-12-21,"Under 1 year",101,22,0,0,0,0,51
2021-12-22,"Under 1 year",101,22,0,0,0,0,51
2021-12-28,"Under 1 year",103,22,0,2,0,0,52
2022-01-03,"Under 1 year",113,23,0,10,1,0,1
2022-01-04,"Under 1 year",117,24,0,4,1,0,1
2022-01-05,"Under 1 year",119,24,0,2,0,0,1
2022-01-06,"Under 1 year",121,25,0,2,1,0,1
2022-01-09,"Under 1 year",125,25,0,4,0,0,1
2022-01-10,"Under 1 year",130,25,0,5,0,0,2
2022-01-11,"Under 1 year",133,25,0,3,0,0,2
2022-01-12,"Under 1 year",138,26,0,5,1,0,2
2022-01-13,"Under 1 year",140,27,0,2,1,0,2
2022-01-17,"Under 1 year",157,32,0,17,5,0,3
2022-01-18,"Under 1 year",159,34,0,2,2,0,3
2022-01-19,"Under 1 year",165,35,0,6,1,0,3
2022-01-20,"Under 1 year",168,37,0,3,2,0,3
2022-01-24,"Under 1 year",184,37,0,16,0,0,4
2022-01-25,"Under 1 year",186,37,0,2,0,0,4
2022-01-26,"Under 1 year",190,40,0,4,3,0,4
2022-01-27,"Under 1 year",194,41,0,4,1,0,4
2022-01-30,"Under 1 year",203,41,0,9,0,0,4
2022-01-31,"Under 1 year",206,41,0,3,0,0,5
2022-02-01,"Under 1 year",209,42,0,3,1,0,5
2022-02-02,"Under 1 year",210,42,0,1,0,0,5
2022-02-03,"Under 1 year",214,43,0,4,1,0,5
2022-02-06,"Under 1 year",220,43,0,6,0,0,5
2022-02-07,"Under 1 year",223,44,0,3,1,0,6
2022-02-08,"Under 1 year",224,44,0,1,0,0,6
2022-02-09,"Under 1 year",227,44,0,3,0,0,6
2020-10-15,"1-4 years",4,1,0,NA,NA,NA,42
2020-10-18,"1-4 years",4,1,0,0,0,0,42
2020-10-20,"1-4 years",4,1,0,0,0,0,43
2020-10-22,"1-4 years",4,1,0,0,0,0,43
2020-10-25,"1-4 years",4,1,0,0,0,0,43
2020-10-27,"1-4 years",4,1,0,0,0,0,44
2020-10-29,"1-4 years",4,1,0,0,0,0,44
2020-11-03,"1-4 years",4,1,0,0,0,0,45
2020-11-08,"1-4 years",4,1,0,0,0,0,45
2020-11-09,"1-4 years",4,1,0,0,0,0,46
2020-11-11,"1-4 years",4,1,0,0,0,0,46
2020-11-12,"1-4 years",4,1,0,0,0,0,46
2020-11-16,"1-4 years",5,1,0,1,0,0,47
2020-11-18,"1-4 years",5,1,0,0,0,0,47
2020-11-19,"1-4 years",5,1,0,0,0,0,47
2020-11-20,"1-4 years",5,1,0,0,0,0,47
2020-11-22,"1-4 years",5,1,0,0,0,0,47
2020-11-23,"1-4 years",5,1,0,0,0,0,48
2020-11-24,"1-4 years",5,1,0,0,0,0,48
2020-11-25,"1-4 years",5,1,0,0,0,0,48
2020-11-26,"1-4 years",5,1,0,0,0,0,48
2020-11-27,"1-4 years",5,1,0,0,0,0,48
2020-11-28,"1-4 years",5,1,0,0,0,0,48
2020-11-29,"1-4 years",5,1,0,0,0,0,48
2020-11-30,"1-4 years",5,1,0,0,0,0,49
2020-12-01,"1-4 years",6,1,0,1,0,0,49
2020-12-02,"1-4 years",6,1,0,0,0,0,49
2020-12-03,"1-4 years",6,1,0,0,0,0,49
2020-12-04,"1-4 years",6,1,0,0,0,0,49
2020-12-05,"1-4 years",6,1,0,0,0,0,49
2020-12-06,"1-4 years",6,1,0,0,0,0,49
2020-12-07,"1-4 years",6,1,0,0,0,0,50
2020-12-08,"1-4 years",6,1,0,0,0,0,50
2020-12-09,"1-4 years",7,2,0,1,1,0,50
2020-12-10,"1-4 years",7,2,0,0,0,0,50
2020-12-11,"1-4 years",7,2,0,0,0,0,50
2020-12-12,"1-4 years",7,2,0,0,0,0,50
2020-12-13,"1-4 years",8,2,0,1,0,0,50
2020-12-14,"1-4 years",8,2,0,0,0,0,51
2020-12-15,"1-4 years",8,2,0,0,0,0,51
2020-12-16,"1-4 years",8,2,0,0,0,0,51
2020-12-17,"1-4 years",9,2,0,1,0,0,51
2020-12-18,"1-4 years",9,2,0,0,0,0,51
2020-12-19,"1-4 years",9,2,0,0,0,0,51
2020-12-20,"1-4 years",9,2,0,0,0,0,51
2020-12-21,"1-4 years",9,2,0,0,0,0,52
2020-12-22,"1-4 years",9,2,0,0,0,0,52
2020-12-27,"1-4 years",9,2,0,0,0,0,52
2020-12-28,"1-4 years",9,2,0,0,0,0,53
2020-12-29,"1-4 years",9,2,0,0,0,0,53
2021-01-03,"1-4 years",9,2,0,0,0,0,53
2021-01-04,"1-4 years",9,2,0,0,0,0,1
2021-01-05,"1-4 years",10,2,0,1,0,0,1
2021-01-06,"1-4 years",10,2,0,0,0,0,1
2021-01-07,"1-4 years",11,2,0,1,0,0,1
2021-01-08,"1-4 years",11,2,0,0,0,0,1
2021-01-09,"1-4 years",12,2,0,1,0,0,1
2021-01-10,"1-4 years",13,2,0,1,0,0,1
2021-01-11,"1-4 years",13,2,0,0,0,0,2
2021-01-12,"1-4 years",13,2,0,0,0,0,2
2021-01-13,"1-4 years",13,2,0,0,0,0,2
2021-01-14,"1-4 years",14,2,0,1,0,0,2
2021-01-15,"1-4 years",14,2,0,0,0,0,2
2021-01-16,"1-4 years",14,2,0,0,0,0,2
2021-01-17,"1-4 years",14,2,0,0,0,0,2
2021-01-18,"1-4 years",14,2,0,0,0,0,3
2021-01-19,"1-4 years",14,2,0,0,0,0,3
2021-01-20,"1-4 years",13,2,0,-1,0,0,3
2021-01-21,"1-4 years",13,2,0,0,0,0,3
2021-01-22,"1-4 years",13,2,0,0,0,0,3
2021-01-23,"1-4 years",13,2,0,0,0,0,3
2021-01-24,"1-4 years",14,3,0,1,1,0,3
2021-01-25,"1-4 years",14,3,0,0,0,0,4
2021-01-26,"1-4 years",14,3,0,0,0,0,4
2021-01-28,"1-4 years",15,3,0,1,0,0,4
2021-01-29,"1-4 years",16,3,0,1,0,0,4
2021-01-30,"1-4 years",16,3,0,0,0,0,4
2021-01-31,"1-4 years",17,3,0,1,0,0,4
2021-02-01,"1-4 years",17,3,0,0,0,0,5
2021-02-02,"1-4 years",17,3,0,0,0,0,5
2021-02-03,"1-4 years",17,3,0,0,0,0,5
2021-02-04,"1-4 years",17,3,0,0,0,0,5
2021-02-05,"1-4 years",17,3,0,0,0,0,5
2021-02-06,"1-4 years",17,3,0,0,0,0,5
2021-02-07,"1-4 years",17,3,0,0,0,0,5
2021-02-08,"1-4 years",18,3,0,1,0,0,6
2021-02-09,"1-4 years",19,3,0,1,0,0,6
2021-02-10,"1-4 years",19,3,0,0,0,0,6
2021-02-11,"1-4 years",19,3,0,0,0,0,6
2021-02-12,"1-4 years",19,3,0,0,0,0,6
2021-02-13,"1-4 years",19,3,0,0,0,0,6
2021-02-14,"1-4 years",19,3,0,0,0,0,6
2021-02-15,"1-4 years",19,3,0,0,0,0,7
2021-02-16,"1-4 years",19,3,0,0,0,0,7
2021-02-18,"1-4 years",19,3,0,0,0,0,7
2021-02-19,"1-4 years",19,3,0,0,0,0,7
2021-02-20,"1-4 years",19,3,0,0,0,0,7
2021-02-21,"1-4 years",20,4,0,1,1,0,7
2021-02-22,"1-4 years",20,4,0,0,0,0,8
2021-02-23,"1-4 years",20,4,0,0,0,0,8
2021-02-24,"1-4 years",20,4,0,0,0,0,8
2021-02-25,"1-4 years",20,4,0,0,0,0,8
2021-02-26,"1-4 years",20,4,0,0,0,0,8
2021-02-27,"1-4 years",20,4,0,0,0,0,8
2021-02-28,"1-4 years",20,4,0,0,0,0,8
2021-03-01,"1-4 years",20,4,0,0,0,0,9
2021-03-02,"1-4 years",21,4,0,1,0,0,9
2021-03-03,"1-4 years",20,4,0,-1,0,0,9
2021-03-04,"1-4 years",20,4,0,0,0,0,9
2021-03-05,"1-4 years",20,4,0,0,0,0,9
2021-03-07,"1-4 years",21,4,0,1,0,0,9
2021-03-08,"1-4 years",21,4,0,0,0,0,10
2021-03-09,"1-4 years",22,4,0,1,0,0,10
2021-03-10,"1-4 years",22,4,0,0,0,0,10
2021-03-11,"1-4 years",21,4,0,-1,0,0,10
2021-03-12,"1-4 years",21,4,0,0,0,0,10
2021-03-13,"1-4 years",22,4,0,1,0,0,10
2021-03-14,"1-4 years",22,4,0,0,0,0,10
